time,tavg,tmin,tmax
2016-08-30,18.3,11.4,21.5
2016-08-31,18.1,14.1,24.8
2016-09-01,18.2,12.1,23.2
2016-09-02,16.3,14.5,19.1
2016-09-03,15.3,15.1,20.9
2016-09-04,14.2,9.6,19.3
2016-09-05,15.8,9.4,21.3
2016-09-06,17.9,10.4,22.7
2016-09-07,18.6,14.1,21.7
2016-09-08,19.3,15.4,23.0
2016-09-09,19.8,15.3,24.8
2016-09-10,17.5,14.1,23.4
2016-09-11,15.6,11.9,19.5
2016-09-12,17.7,12.3,21.4
2016-09-13,17.6,16.1,19.4
2016-09-14,19.8,16.3,24.9
2016-09-15,17.6,14.8,22.8
2016-09-16,16.6,14.2,22.7
2016-09-17,18.0,11.1,22.6
2016-09-18,14.4,14.1,18.1
2016-09-19,15.6,13.0,21.7
2016-09-20,17.3,9.6,21.5
2016-09-21,16.6,14.3,22.3
2016-09-22,16.4,12.8,19.7
2016-09-23,16.6,14.4,19.3
2016-09-24,18.3,12.5,22.2
2016-09-25,15.6,14.2,20.8
2016-09-26,15.3,11.9,19.2
2016-09-27,15.6,10.6,23.3
2016-09-28,16.9,9.4,20.1
2016-09-29,17.1,12.5,23.5
2016-09-30,15.9,13.1,20.2
2016-10-01,17.6,12.4,22.5
2016-10-02,21.8,11.9,26.6
2016-10-03,18.9,17.9,27.0
2016-10-04,17.5,12.0,24.5
2016-10-05,18.4,10.9,24.2
2016-10-06,22.4,13.4,28.9
2016-10-07,25.2,16.4,31.4
2016-10-08,16.8,18.2,19.6
2016-10-09,20.1,13.4,27.3
2016-10-10,21.2,17.1,34.3
2016-10-11,14.7,12.4,19.0
2016-10-12,16.4,9.7,23.3
2016-10-13,13.4,12.3,17.2
2016-10-14,16.2,8.4,20.3
2016-10-15,20.4,10.9,26.3
2016-10-16,24.3,15.8,28.9
2016-10-17,15.3,18.7,19.3
2016-10-18,20.7,11.2,26.6
2016-10-19,18.1,15.5,23.4
2016-10-20,19.5,14.8,23.2
2016-10-21,21.3,15.8,27.1
2016-10-22,13.7,15.6,17.6
2016-10-23,14.2,10.1,16.9
2016-10-24,15.7,9.9,18.7
2016-10-25,20.3,11.6,25.4
2016-10-26,22.6,14.6,28.3
2016-10-27,17.2,17.3,22.2
2016-10-28,18.1,14.7,20.1
2016-10-29,21.9,16.3,25.5
2016-10-30,21.9,19.5,26.8
2016-10-31,16.8,15.9,21.5
2016-11-01,18.2,11.8,23.4
2016-11-02,18.8,12.9,23.5
2016-11-03,21.0,14.3,27.3
2016-11-04,25.9,15.6,32.6
2016-11-05,19.9,21.8,25.6
2016-11-06,19.9,14.8,23.8
2016-11-07,24.4,15.0,30.8
2016-11-08,19.3,18.6,22.4
2016-11-09,18.4,17.0,20.5
2016-11-10,20.6,16.5,25.0
2016-11-11,21.2,17.7,24.1
2016-11-12,26.2,18.0,34.7
2016-11-13,22.3,18.2,30.8
2016-11-14,17.8,17.4,22.8
2016-11-15,17.7,15.2,21.5
2016-11-16,19.5,14.1,23.8
2016-11-17,20.9,16.5,25.3
2016-11-18,26.6,17.4,35.1
2016-11-19,20.2,18.7,22.9
2016-11-20,23.1,18.4,26.7
2016-11-21,25.7,20.4,30.8
2016-11-22,25.0,21.1,33.1
2016-11-23,18.5,19.7,29.2
2016-11-24,18.7,13.1,22.2
2016-11-25,19.9,15.4,23.7
2016-11-26,21.9,16.9,26.3
2016-11-27,21.7,18.8,24.4
2016-11-28,23.6,20.2,28.8
2016-11-29,20.4,19.1,23.8
2016-11-30,22.0,18.3,26.2
2016-12-01,24.7,18.7,30.9
2016-12-02,26.2,19.3,35.7
2016-12-03,22.5,20.3,25.9
2016-12-04,24.4,19.2,28.1
2016-12-05,24.1,21.8,32.4
2016-12-06,21.9,20.0,24.8
2016-12-07,22.6,18.9,24.9
2016-12-08,24.2,20.6,29.6
2016-12-09,20.5,18.4,26.8
2016-12-10,21.8,16.2,24.0
2016-12-11,23.3,19.6,27.1
2016-12-12,24.8,20.4,29.0
2016-12-13,31.2,21.1,39.2
2016-12-14,24.2,27.5,37.5
2016-12-15,17.7,16.5,18.9
2016-12-16,20.6,16.5,26.0
2016-12-17,24.5,17.7,34.5
2016-12-18,18.8,17.1,21.9
2016-12-19,21.1,16.8,24.9
2016-12-20,23.9,17.5,29.6
2016-12-21,21.5,18.2,25.4
2016-12-22,22.3,19.6,25.0
2016-12-23,22.9,20.8,26.4
2016-12-24,22.5,19.2,28.1
2016-12-25,24.9,18.5,29.4
2016-12-26,24.9,21.3,30.9
2016-12-27,23.8,21.3,26.8
2016-12-28,25.7,21.2,30.5
2016-12-29,28.4,22.4,38.2
2016-12-30,28.2,23.2,35.6
2016-12-31,23.6,22.6,26.3
2017-01-01,23.6,21.6,27.2
2017-01-02,21.2,20.9,24.9
2017-01-03,21.9,18.6,24.1
2017-01-04,21.9,19.4,26.0
2017-01-05,22.1,19.6,25.5
2017-01-06,22.3,19.9,27.1
2017-01-07,24.2,18.3,27.9
2017-01-08,25.2,19.2,29.9
2017-01-09,25.1,21.0,29.9
2017-01-10,28.1,21.4,35.3
2017-01-11,26.8,23.0,38.8
2017-01-12,25.2,21.5,29.0
2017-01-13,28.7,22.8,32.8
2017-01-14,25.2,24.9,30.0
2017-01-15,23.9,21.5,27.3
2017-01-16,25.3,22.0,30.0
2017-01-17,32.1,21.0,37.7
2017-01-18,22.9,26.1,37.7
2017-01-19,22.7,19.8,25.0
2017-01-20,24.4,19.1,31.4
2017-01-21,21.9,20.8,25.3
2017-01-22,24.2,19.7,27.2
2017-01-23,28.2,21.3,35.2
2017-01-24,25.3,24.6,38.5
2017-01-25,21.8,20.4,24.1
2017-01-26,21.8,20.3,23.5
2017-01-27,23.9,20.1,26.6
2017-01-28,26.6,20.7,31.9
2017-01-29,24.9,21.6,28.7
2017-01-30,29.4,22.5,36.4
2017-01-31,23.6,23.5,39.6
2017-02-01,22.1,19.9,23.8
2017-02-02,23.3,19.9,25.2
2017-02-03,25.2,21.9,28.4
2017-02-04,29.1,22.2,32.3
2017-02-05,31.0,24.0,38.6
2017-02-06,24.7,24.3,28.9
2017-02-07,22.6,21.9,25.7
2017-02-08,24.4,20.1,28.0
2017-02-09,27.3,21.6,32.2
2017-02-10,29.4,23.1,42.9
2017-02-11,29.1,23.0,39.0
2017-02-12,21.8,23.3,28.4
2017-02-13,22.7,16.9,25.9
2017-02-14,19.8,20.1,22.8
2017-02-15,23.6,17.7,27.7
2017-02-16,27.4,20.3,33.1
2017-02-17,25.4,22.8,32.6
2017-02-18,22.3,22.0,28.4
2017-02-19,21.2,18.2,26.0
2017-02-20,22.2,17.0,29.3
2017-02-21,23.9,17.2,27.0
2017-02-22,25.3,19.5,30.1
2017-02-23,24.9,21.8,30.1
2017-02-24,21.7,20.8,26.0
2017-02-25,19.9,18.6,22.1
2017-02-26,21.6,18.1,23.8
2017-02-27,22.9,18.2,26.6
2017-02-28,23.6,19.8,27.7
2017-03-01,22.1,19.8,24.9
2017-03-02,22.9,20.0,26.2
2017-03-03,22.4,20.2,25.1
2017-03-04,21.2,19.6,24.2
2017-03-05,21.6,18.7,23.1
2017-03-06,21.2,19.4,23.6
2017-03-07,19.6,17.7,22.2
2017-03-08,20.7,17.3,23.9
2017-03-09,20.7,18.0,23.9
2017-03-10,20.3,17.8,23.5
2017-03-11,21.2,17.0,24.7
2017-03-12,24.8,17.4,28.8
2017-03-13,24.7,21.2,28.4
2017-03-14,22.5,22.8,27.1
2017-03-15,24.1,19.9,27.1
2017-03-16,23.0,21.8,27.3
2017-03-17,20.3,20.0,23.2
2017-03-18,23.6,18.9,25.2
2017-03-19,25.3,20.9,27.6
2017-03-20,25.3,21.2,29.2
2017-03-21,24.6,23.6,29.2
2017-03-22,23.8,21.9,31.9
2017-03-23,20.4,20.8,22.6
2017-03-24,20.9,18.5,23.2
2017-03-25,22.5,19.1,26.5
2017-03-26,23.8,19.4,27.8
2017-03-27,24.4,20.2,28.7
2017-03-28,22.3,20.9,24.3
2017-03-29,27.2,20.0,30.7
2017-03-30,18.2,23.7,28.5
2017-03-31,18.3,16.2,20.8
2017-04-01,21.5,14.9,24.8
2017-04-02,17.6,18.0,21.0
2017-04-03,17.7,14.6,21.9
2017-04-04,19.1,16.0,22.5
2017-04-05,18.6,15.4,23.1
2017-04-06,19.3,13.4,23.5
2017-04-07,19.9,14.3,24.2
2017-04-08,20.9,14.8,26.0
2017-04-09,19.3,15.6,29.4
2017-04-10,15.8,12.2,19.4
2017-04-11,19.3,12.8,21.9
2017-04-12,17.3,15.4,20.7
2017-04-13,17.9,15.5,21.2
2017-04-14,18.3,13.4,23.0
2017-04-15,19.0,13.2,22.9
2017-04-16,19.5,14.7,26.7
2017-04-17,19.8,13.9,23.7
2017-04-18,20.1,16.5,24.5
2017-04-19,19.8,16.0,23.4
2017-04-20,19.7,16.3,25.1
2017-04-21,21.3,14.9,25.7
2017-04-22,20.4,18.2,25.9
2017-04-23,20.1,15.8,25.4
2017-04-24,21.4,15.7,25.2
2017-04-25,21.4,18.3,28.4
2017-04-26,16.6,16.0,25.5
2017-04-27,15.2,11.5,17.9
2017-04-28,15.3,10.3,19.2
2017-04-29,17.6,10.3,21.0
2017-04-30,17.4,14.1,20.8
2017-05-01,20.6,13.4,26.4
2017-05-02,18.9,14.3,24.6
2017-05-03,14.9,15.6,18.6
2017-05-04,17.2,12.0,20.1
2017-05-05,17.7,13.2,23.3
2017-05-06,20.1,12.5,26.1
2017-05-07,15.3,14.5,21.0
2017-05-08,14.5,10.5,17.9
2017-05-09,15.1,10.6,18.8
2017-05-10,15.4,10.5,19.5
2017-05-11,16.3,10.7,19.7
2017-05-12,16.6,12.2,19.6
2017-05-13,18.3,14.4,22.7
2017-05-14,16.3,13.9,19.9
2017-05-15,15.3,13.0,19.1
2017-05-16,14.8,10.8,20.2
2017-05-17,16.6,9.8,21.5
2017-05-18,19.1,12.6,21.8
2017-05-19,18.9,16.6,21.8
2017-05-20,18.2,17.1,23.6
2017-05-21,17.1,13.4,21.0
2017-05-22,17.8,12.9,21.0
2017-05-23,19.0,15.0,24.3
2017-05-24,16.7,14.2,23.7
2017-05-25,15.4,12.1,20.7
2017-05-26,15.9,9.8,19.0
2017-05-27,16.1,11.7,20.9
2017-05-28,17.4,10.3,24.6
2017-05-29,11.8,10.8,18.2
2017-05-30,13.8,6.8,19.0
2017-05-31,11.6,10.4,15.2
2017-06-01,12.8,7.9,16.1
2017-06-02,14.8,8.2,16.6
2017-06-03,14.1,11.0,17.0
2017-06-04,13.6,10.4,17.8
2017-06-05,13.8,9.1,20.4
2017-06-06,12.8,8.2,17.7
2017-06-07,14.8,8.6,17.5
2017-06-08,14.6,11.8,17.6
2017-06-09,15.8,10.9,18.6
2017-06-10,15.3,13.7,17.9
2017-06-11,14.6,11.5,17.6
2017-06-12,14.5,10.7,20.0
2017-06-13,15.3,9.7,17.5
2017-06-14,15.1,12.1,18.4
2017-06-15,15.9,10.7,21.8
2017-06-16,15.4,12.7,18.1
2017-06-17,15.7,13.1,17.8
2017-06-18,15.1,13.1,17.2
2017-06-19,15.2,11.7,17.4
2017-06-20,14.0,11.7,18.4
2017-06-21,14.2,8.6,18.6
2017-06-22,13.6,9.5,17.8
2017-06-23,13.8,8.7,19.4
2017-06-24,13.2,9.4,19.9
2017-06-25,13.2,6.8,19.5
2017-06-26,12.9,7.2,18.3
2017-06-27,13.7,7.8,17.5
2017-06-28,12.7,11.0,16.5
2017-06-29,12.6,9.7,18.9
2017-06-30,10.9,8.9,15.0
2017-07-01,10.3,5.9,14.9
2017-07-02,10.9,4.9,18.0
2017-07-03,13.6,5.2,17.0
2017-07-04,17.1,7.6,23.5
2017-07-05,15.0,12.2,21.2
2017-07-06,12.6,8.7,19.5
2017-07-07,12.8,6.1,19.9
2017-07-08,12.5,6.2,19.1
2017-07-09,12.3,6.4,18.2
2017-07-10,11.7,5.8,18.3
2017-07-11,12.2,6.9,16.7
2017-07-12,10.9,7.5,14.1
2017-07-13,13.2,7.5,18.5
2017-07-14,15.7,7.1,21.5
2017-07-15,13.4,9.5,18.0
2017-07-16,12.7,8.0,18.8
2017-07-17,13.6,7.5,19.9
2017-07-18,16.8,7.6,24.2
2017-07-19,12.8,10.5,17.4
2017-07-20,11.8,8.9,17.6
2017-07-21,11.2,7.1,15.6
2017-07-22,12.4,5.7,19.4
2017-07-23,16.2,6.9,22.9
2017-07-24,14.7,7.8,21.4
2017-07-25,16.8,8.7,21.7
2017-07-26,15.4,12.5,22.2
2017-07-27,14.2,8.9,17.6
2017-07-28,13.6,10.7,19.4
2017-07-29,16.4,7.8,21.3
2017-07-30,20.0,11.2,27.0
2017-07-31,12.1,14.6,16.4
2017-08-01,11.9,9.2,15.9
2017-08-02,13.1,6.5,16.4
2017-08-03,14.0,10.0,18.1
2017-08-04,14.1,10.4,18.5
2017-08-05,15.9,9.5,21.2
2017-08-06,17.1,12.2,22.1
2017-08-07,13.6,12.2,20.0
2017-08-08,13.0,8.8,19.6
2017-08-09,13.9,8.3,19.9
2017-08-10,19.7,8.4,25.3
2017-08-11,17.2,13.2,25.1
2017-08-12,15.7,10.0,21.9
2017-08-13,14.1,9.8,19.6
2017-08-14,16.7,8.4,24.3
2017-08-15,20.1,10.5,23.9
2017-08-16,16.7,12.3,23.3
2017-08-17,17.8,11.0,23.7
2017-08-18,12.6,11.5,17.7
2017-08-19,11.1,8.2,14.8
2017-08-20,11.7,5.7,15.0
2017-08-21,13.6,7.9,17.9
2017-08-22,13.7,8.6,18.7
2017-08-23,15.7,8.0,21.6
2017-08-24,13.8,10.2,17.1
2017-08-25,12.1,10.6,15.8
2017-08-26,13.7,7.2,20.5
2017-08-27,10.7,7.2,19.8
2017-08-28,11.2,6.5,14.3
2017-08-29,12.7,7.3,17.0
2017-08-30,13.3,7.9,16.7
2017-08-31,12.0,7.0,15.3
2017-09-01,12.4,7.7,16.6
2017-09-02,15.4,7.4,21.0
2017-09-03,19.8,10.0,28.9
2017-09-04,17.0,12.8,23.7
2017-09-05,15.3,10.6,19.8
2017-09-06,15.1,12.2,20.6
2017-09-07,15.8,10.5,21.8
2017-09-08,14.3,10.8,21.1
2017-09-09,12.9,8.5,17.3
2017-09-10,13.9,7.5,18.6
2017-09-11,17.7,9.1,25.0
2017-09-12,21.4,12.1,28.0
2017-09-13,22.6,16.1,35.3
2017-09-14,14.3,11.6,18.2
2017-09-15,17.3,11.7,23.2
2017-09-16,14.7,13.1,24.8
2017-09-17,13.2,7.2,17.4
2017-09-18,18.8,7.8,23.9
2017-09-19,16.5,12.1,24.5
2017-09-20,14.9,10.0,20.0
2017-09-21,18.8,10.4,24.5
2017-09-22,22.7,12.7,30.6
2017-09-23,28.0,15.4,33.9
2017-09-24,23.3,21.8,30.8
2017-09-25,19.5,16.0,28.8
2017-09-26,17.1,12.4,20.6
2017-09-27,20.8,14.9,24.5
2017-09-28,20.2,18.1,26.6
2017-09-29,21.2,13.1,27.6
2017-09-30,17.2,15.6,24.7
2017-10-01,16.8,10.5,22.1
2017-10-02,19.9,11.7,24.2
2017-10-03,19.5,15.8,24.4
2017-10-04,18.8,15.0,21.9
2017-10-05,21.8,16.1,26.8
2017-10-06,16.8,17.6,21.1
2017-10-07,16.2,13.5,19.0
2017-10-08,19.7,12.8,22.9
2017-10-09,22.3,16.5,34.0
2017-10-10,20.1,15.4,22.8
2017-10-11,21.8,18.0,25.3
2017-10-12,19.7,19.0,29.1
2017-10-13,20.2,14.4,25.5
2017-10-14,18.0,16.7,20.9
2017-10-15,18.9,15.3,22.4
2017-10-16,20.7,15.5,24.9
2017-10-17,21.2,17.0,25.4
2017-10-18,21.5,17.9,26.0
2017-10-19,21.7,17.9,27.6
2017-10-20,15.9,18.5,19.2
2017-10-21,15.9,13.2,18.4
2017-10-22,16.2,13.7,21.7
2017-10-23,17.9,12.7,21.3
2017-10-24,21.6,13.7,26.9
2017-10-25,21.4,17.7,31.0
2017-10-26,19.0,16.7,21.6
2017-10-27,19.6,14.6,23.1
2017-10-28,22.8,17.5,28.2
2017-10-29,26.5,18.6,32.7
2017-10-30,21.3,18.9,37.3
2017-10-31,16.4,12.4,18.8
2017-11-01,17.8,12.5,20.9
2017-11-02,19.8,14.5,22.3
2017-11-03,21.4,18.1,31.3
2017-11-04,15.6,15.7,17.1
2017-11-05,17.7,14.3,20.3
2017-11-06,18.3,15.1,27.1
2017-11-07,17.3,13.4,19.8
2017-11-08,16.6,14.5,20.2
2017-11-09,18.8,12.2,23.0
2017-11-10,19.3,14.8,23.7
2017-11-11,19.4,14.9,23.8
2017-11-12,19.1,15.5,23.3
2017-11-13,18.4,16.0,22.8
2017-11-14,20.1,14.6,23.6
2017-11-15,22.1,16.7,26.7
2017-11-16,21.9,19.1,26.2
2017-11-17,22.3,19.2,26.4
2017-11-18,20.1,18.5,23.3
2017-11-19,20.1,16.4,24.7
2017-11-20,19.7,17.6,22.9
2017-11-21,19.8,17.7,23.9
2017-11-22,20.7,17.4,24.6
2017-11-23,22.7,17.5,27.2
2017-11-24,23.5,18.3,28.9
2017-11-25,23.4,18.9,27.9
2017-11-26,24.1,18.9,28.3
2017-11-27,22.3,21.1,27.1
2017-11-28,22.6,18.3,26.7
2017-11-29,23.2,20.1,27.4
2017-11-30,24.6,20.4,29.4
2017-12-01,24.2,20.3,30.3
2017-12-02,20.7,20.1,29.9
2017-12-03,21.5,16.4,28.8
2017-12-04,17.3,15.6,18.7
2017-12-05,19.4,15.5,22.7
2017-12-06,21.9,17.8,26.4
2017-12-07,26.1,17.0,32.3
2017-12-08,21.4,20.3,29.8
2017-12-09,20.9,18.1,24.7
2017-12-10,22.7,17.1,26.9
2017-12-11,23.9,18.1,29.1
2017-12-12,24.2,20.4,29.0
2017-12-13,25.3,20.2,30.6
2017-12-14,27.1,20.7,36.1
2017-12-15,23.1,20.3,24.8
2017-12-16,25.0,20.9,31.8
2017-12-17,22.9,20.4,26.5
2017-12-18,24.9,21.2,30.3
2017-12-19,29.1,21.1,34.2
2017-12-20,24.6,25.1,39.9
2017-12-21,22.3,20.5,25.2
2017-12-22,23.7,19.7,28.1
2017-12-23,25.9,20.6,31.7
2017-12-24,24.7,21.4,41.6
2017-12-25,20.7,18.5,22.4
2017-12-26,21.7,19.1,24.4
2017-12-27,23.9,18.5,27.7
2017-12-28,24.9,19.6,29.3
2017-12-29,26.3,20.9,33.0
2017-12-30,25.6,22.2,35.7
2017-12-31,23.8,20.8,27.1
2018-01-01,22.9,20.8,28.3
2018-01-02,23.4,20.7,28.7
2018-01-03,20.6,20.0,23.8
2018-01-04,20.6,17.4,24.5
2018-01-05,24.0,17.4,27.9
2018-01-06,26.7,20.8,30.8
2018-01-07,28.7,22.7,43.7
2018-01-08,26.8,21.9,36.3
2018-01-09,24.0,21.8,32.8
2018-01-10,21.6,19.1,23.8
2018-01-11,23.4,19.2,25.3
2018-01-12,25.9,21.4,29.9
2018-01-13,23.2,22.7,35.7
2018-01-14,19.4,14.9,22.4
2018-01-15,20.8,16.4,23.4
2018-01-16,19.8,18.2,21.5
2018-01-17,19.4,17.1,22.9
2018-01-18,22.9,15.4,28.4
2018-01-19,24.8,17.7,32.0
2018-01-20,25.8,18.5,34.6
2018-01-21,25.7,19.9,30.6
2018-01-22,26.9,21.5,34.5
2018-01-23,24.8,22.3,29.2
2018-01-24,26.3,21.0,31.3
2018-01-25,25.6,22.4,28.9
2018-01-26,25.8,23.4,28.7
2018-01-27,26.5,23.6,30.4
2018-01-28,25.7,23.8,29.2
2018-01-29,26.1,22.8,30.8
2018-01-30,23.9,21.6,32.0
2018-01-31,19.6,17.9,21.8
2018-02-01,18.7,16.9,22.1
2018-02-02,20.1,15.5,22.8
2018-02-03,20.6,16.4,24.5
2018-02-04,20.9,17.2,25.8
2018-02-05,22.8,17.0,26.7
2018-02-06,24.1,19.4,27.9
2018-02-07,24.3,21.2,29.1
2018-02-08,25.7,20.3,30.5
2018-02-09,23.9,21.3,28.1
2018-02-10,25.2,21.6,29.6
2018-02-11,23.4,22.1,28.1
2018-02-12,25.2,21.1,29.0
2018-02-13,25.4,22.3,28.8
2018-02-14,27.9,22.9,40.0
2018-02-15,24.8,21.0,29.7
2018-02-16,23.6,19.9,28.7
2018-02-17,25.7,21.4,29.2
2018-02-18,26.3,22.6,30.1
2018-02-19,22.9,22.7,28.8
2018-02-20,20.5,20.0,23.1
2018-02-21,21.8,17.9,25.6
2018-02-22,24.0,19.2,27.9
2018-02-23,25.3,19.2,29.8
2018-02-24,26.9,21.2,33.3
2018-02-25,19.0,20.9,21.8
2018-02-26,20.0,17.0,22.2
2018-02-27,20.8,17.4,24.8
2018-02-28,25.0,17.0,30.5
2018-03-01,21.7,21.0,25.3
2018-03-02,22.4,18.6,25.0
2018-03-03,25.1,20.3,29.5
2018-03-04,22.2,22.0,23.9
2018-03-05,20.9,20.7,23.5
2018-03-06,21.2,18.6,23.5
2018-03-07,21.7,18.7,25.6
2018-03-08,22.0,18.3,25.4
2018-03-09,22.2,19.7,25.7
2018-03-10,21.9,18.5,26.1
2018-03-11,23.0,18.4,28.9
2018-03-12,22.4,17.8,27.3
2018-03-13,20.4,19.1,22.6
2018-03-14,24.2,18.4,28.2
2018-03-15,25.6,20.5,34.8
2018-03-16,23.5,20.9,26.1
2018-03-17,26.0,21.2,32.1
2018-03-18,29.8,20.7,40.5
2018-03-19,24.8,21.0,31.4
2018-03-20,22.3,20.1,26.3
2018-03-21,19.8,18.0,21.9
2018-03-22,20.9,17.9,23.6
2018-03-23,21.2,17.2,24.8
2018-03-24,23.2,17.4,27.3
2018-03-25,25.3,19.9,33.8
2018-03-26,20.0,19.0,27.8
2018-03-27,21.2,14.0,24.1
2018-03-28,23.6,16.9,28.4
2018-03-29,24.3,19.4,29.5
2018-03-30,23.4,20.3,29.6
2018-03-31,22.0,20.3,25.3
2018-04-01,24.7,19.1,30.6
2018-04-02,23.6,20.3,32.6
2018-04-03,22.2,20.2,24.4
2018-04-04,22.2,20.5,25.4
2018-04-05,23.9,18.8,28.8
2018-04-06,22.6,19.1,25.2
2018-04-07,24.2,19.5,29.2
2018-04-08,23.3,19.8,26.9
2018-04-09,24.1,19.5,36.8
2018-04-10,22.2,19.2,24.5
2018-04-11,24.1,20.1,28.9
2018-04-12,28.6,19.6,35.5
2018-04-13,28.6,23.0,34.9
2018-04-14,25.3,23.1,31.9
2018-04-15,21.8,18.2,25.4
2018-04-16,23.2,18.1,30.8
2018-04-17,19.3,18.0,21.4
2018-04-18,19.5,17.8,22.9
2018-04-19,21.2,15.5,26.9
2018-04-20,19.8,16.6,23.2
2018-04-21,19.6,16.8,22.8
2018-04-22,19.2,15.3,23.1
2018-04-23,19.9,15.2,24.7
2018-04-24,19.2,15.9,23.3
2018-04-25,19.9,14.6,23.2
2018-04-26,20.3,16.8,22.8
2018-04-27,17.4,17.1,20.1
2018-04-28,17.1,14.7,19.3
2018-04-29,16.3,15.2,20.2
2018-04-30,16.5,11.9,19.8
2018-05-01,18.6,12.3,23.9
2018-05-02,18.8,14.0,24.4
2018-05-03,22.9,13.7,27.8
2018-05-04,19.0,19.0,28.6
2018-05-05,16.3,11.6,22.4
2018-05-06,17.5,9.8,22.0
2018-05-07,19.4,12.4,25.9
2018-05-08,18.6,13.1,26.6
2018-05-09,19.4,13.1,26.3
2018-05-10,16.7,13.4,26.9
2018-05-11,14.1,9.8,18.1
2018-05-12,15.4,10.7,17.1
2018-05-13,15.4,13.3,17.6
2018-05-14,15.3,13.6,17.9
2018-05-15,15.5,11.1,18.9
2018-05-16,14.2,11.6,17.6
2018-05-17,14.9,9.7,21.9
2018-05-18,14.9,8.8,19.6
2018-05-19,14.6,10.8,19.8
2018-05-20,15.3,9.1,22.3
2018-05-21,16.3,10.6,22.7
2018-05-22,18.2,10.3,25.0
2018-05-23,15.9,13.2,20.4
2018-05-24,17.3,11.0,19.0
2018-05-25,14.4,16.1,17.9
2018-05-26,15.4,9.8,21.5
2018-05-27,16.7,10.0,22.5
2018-05-28,16.4,12.0,22.0
2018-05-29,18.5,11.1,25.4
2018-05-30,12.2,13.7,17.0
2018-05-31,14.1,8.2,16.5
2018-06-01,13.9,12.3,15.9
2018-06-02,15.0,11.2,16.0
2018-06-03,14.6,13.6,17.0
2018-06-04,14.2,10.8,17.0
2018-06-05,13.2,10.6,14.8
2018-06-06,13.1,11.3,16.7
2018-06-07,15.5,9.3,21.0
2018-06-08,14.3,10.9,19.0
2018-06-09,13.6,12.4,16.4
2018-06-10,13.6,10.3,16.2
2018-06-11,12.9,10.2,17.2
2018-06-12,14.0,8.1,18.9
2018-06-13,14.5,9.6,20.9
2018-06-14,15.2,9.2,20.4
2018-06-15,14.9,10.7,21.2
2018-06-16,13.2,9.2,19.2
2018-06-17,12.3,7.2,16.1
2018-06-18,12.7,9.3,16.1
2018-06-19,13.1,9.7,15.5
2018-06-20,13.9,10.4,17.0
2018-06-21,12.6,11.3,16.4
2018-06-22,13.3,8.1,19.9
2018-06-23,12.7,7.0,20.3
2018-06-24,11.8,6.4,16.1
2018-06-25,11.6,6.5,16.5
2018-06-26,13.1,6.6,16.7
2018-06-27,14.1,9.5,16.9
2018-06-28,11.4,12.3,20.7
2018-06-29,12.1,6.2,16.7
2018-06-30,13.4,6.9,20.4
2018-07-01,13.7,7.6,16.7
2018-07-02,12.9,10.9,19.0
2018-07-03,13.3,8.9,18.7
2018-07-04,15.1,8.9,20.5
2018-07-05,19.8,9.7,25.9
2018-07-06,16.7,13.8,26.4
2018-07-07,13.2,8.6,19.0
2018-07-08,13.5,9.1,17.7
2018-07-09,11.8,10.0,16.2
2018-07-10,12.3,7.2,16.7
2018-07-11,12.7,6.2,18.3
2018-07-12,12.3,7.4,20.3
2018-07-13,12.1,5.7,18.3
2018-07-14,10.7,7.7,16.3
2018-07-15,10.9,4.5,18.8
2018-07-16,13.2,4.2,19.0
2018-07-17,17.5,8.5,23.5
2018-07-18,13.4,11.0,21.5
2018-07-19,15.7,6.2,21.7
2018-07-20,13.3,11.0,21.3
2018-07-21,11.4,9.0,17.5
2018-07-22,11.4,4.8,17.6
2018-07-23,15.5,4.8,20.5
2018-07-24,17.2,8.9,25.0
2018-07-25,15.7,9.0,23.4
2018-07-26,13.0,8.8,18.8
2018-07-27,14.1,7.3,21.9
2018-07-28,17.1,7.9,22.2
2018-07-29,17.3,12.8,26.3
2018-07-30,12.9,10.5,20.2
2018-07-31,15.4,6.8,21.9
2018-08-01,14.7,9.2,21.4
2018-08-02,14.2,9.1,19.0
2018-08-03,17.6,9.4,23.4
2018-08-04,13.4,11.3,20.7
2018-08-05,16.2,6.9,20.9
2018-08-06,14.8,11.9,19.7
2018-08-07,12.9,10.9,18.2
2018-08-08,14.4,8.0,20.5
2018-08-09,13.4,8.2,18.3
2018-08-10,17.4,7.6,23.1
2018-08-11,17.8,12.0,26.6
2018-08-12,11.9,9.4,17.2
2018-08-13,14.4,8.1,21.0
2018-08-14,16.0,9.6,22.9
2018-08-15,19.7,9.6,26.3
2018-08-16,14.3,10.8,20.8
2018-08-17,12.3,7.2,17.3
2018-08-18,14.4,5.8,23.6
2018-08-19,11.6,8.7,16.6
2018-08-20,11.2,7.5,14.1
2018-08-21,13.6,7.6,18.1
2018-08-22,11.9,9.4,16.2
2018-08-23,13.2,6.9,17.6
2018-08-24,14.6,10.3,17.7
2018-08-25,14.8,10.7,20.0
2018-08-26,14.6,10.5,18.8
2018-08-27,11.7,12.3,13.8
2018-08-28,9.9,8.2,13.9
2018-08-29,10.8,4.6,14.9
2018-08-30,13.2,5.6,16.8
2018-08-31,14.1,9.0,18.0
2018-09-01,16.0,9.5,22.4
2018-09-02,12.3,11.0,14.8
2018-09-03,12.3,7.8,15.3
2018-09-04,13.9,10.4,18.3
